brand,name,year,rating,votes,longevity,sillage,accord1,accord2
Abdul_Samad_Al_Qurashi,Furusiyya Black Incense,null,80.8333,18,82.8125,82.8571,woody,oriental
Abdul_Samad_Al_Qurashi,Heritage Blend,null,92.6471,17,90.0,76.25,oriental,woody
Abdul_Samad_Al_Qurashi,Deer Musk,null,81.6667,15,86.0714,76.5385,animal,oriental
Abdul_Samad_Al_Qurashi,Saudi Blend Saudia Blend,null,80.6667,15,80.0,76.4286,oriental,floral
Abdul_Samad_Al_Qurashi,al-qurashi-blend-eau-de-parfum,null,85.3571,14,85.0,76.1538,oriental,woody
Abdul_Samad_Al_Qurashi,The Black Al Hajar Al Aswad,null,78.4615,13,75.0,64.0,oriental,woody
Abdul_Samad_Al_Qurashi,Dahn Oud Ateeque,null,77.3077,13,78.5,68.0,sweet,oriental
Abdul_Samad_Al_Qurashi,Furusiyya White Incense,null,84.5455,11,81.8182,79.0909,oriental,spicy
Abdul_Samad_Al_Qurashi,Raman pour Homme,null,83.1818,11,82.2727,80.9091,spicy,fruity
Abdul_Samad_Al_Qurashi,Ajeeb Musk,null,83.1818,11,85.0,79.4444,oriental,animal
Abdul_Samad_Al_Qurashi,Safari,null,89.5,10,78.8889,77.7778,oriental,fruity
Abdul_Samad_Al_Qurashi,Khaleej Rose Zahrat Al Khalij,null,78.0,10,70.0,68.5714,fresh,floral
Abdul_Samad_Al_Qurashi,Khashab Al Aoud,null,81.1111,9,67.7778,70.5,woody,oriental
Abdul_Samad_Al_Qurashi,Furusiyaa Brown Incense,null,81.1111,9,81.5,76.8182,woody,oriental
Abdul_Samad_Al_Qurashi,bluekenam-extrait-de-parfum,null,70.0,9,61.25,61.25,creamy,resinous
Abdul_Samad_Al_Qurashi,Royal Jasmine,null,91.25,8,90.0,90.0,floral,animal
Abercrombie_Fitch,Fierce,2002,76.4302,430,76.9344,74.1186,fresh,citrusy
Abercrombie_Fitch,First Instinct Man Eau de Toilette,2016,71.8387,155,65.3333,63.4307,fresh,fruity
Abercrombie_Fitch,Authentic Man,2019,76.7949,39,64.1379,64.6429,woody,sweet
Abercrombie_Fitch,First Instinct Extreme,2018,75.9459,37,72.9412,67.3529,fruity,citrusy
Abercrombie_Fitch,First Instinct Woman,2017,66.0345,29,64.6154,65.2,sweet,floral
Abercrombie_Fitch,First Instinct Blue Man,2018,65.625,24,60.5,59.5238,spicy,fresh
Abercrombie_Fitch,Woods 1997 Cologne,1997,85.7143,14,75.0,79.2857,woody,citrusy
Abercrombie_Fitch,Fierce Confidence,2014,63.5714,14,71.0,58.3333,fresh,synthetic
Abercrombie_Fitch,Authentic Woman,2019,78.0769,13,71.4286,68.5714,fruity,woody
Abercrombie_Fitch,Woods 2010,2010,69.1667,12,68.75,61.1111,fresh,spicy
Abercrombie_Fitch,8,null,65.0,11,54.5,54.4444,citrusy,fresh
Abercrombie_Fitch,Fierce Intense,2014,80.0,10,86.25,82.5,woody,fruity
Abercrombie_Fitch,Batch No 46,2015,79.5,10,81.25,75.0,null,fruity
Abercrombie_Fitch,AbercrombieHOT,2013,56.0,10,56.25,53.75,fresh,synthetic
Abercrombie_Fitch,Colden,2009,62.7778,9,55.7143,53.3333,fresh,citrusy
Abercrombie_Fitch,Fierce Icon,2015,50.625,8,57.5,57.5,fresh,woody
Abercrombie_Fitch,First Instinct Blue Woman,2018,70.0,7,66.0,65.0,gourmand,spicy
Abercrombie_Fitch,Perfume No 1,2011,67.1429,7,70.0,60.0,fresh,floral
Abercrombie_Fitch,AF 1892 Yellow,2011,72.5,6,86.0,82.0,sweet,green
Abercrombie_Fitch,Private Selection  Oud Nuit,2016,74.0,5,72.0,70.0,spicy,leathery
Acca_Kappa,Muschio Bianco White Moss Eau de Cologne,1997,71.7892,204,57.6027,42.9225,fresh,powdery
Acca_Kappa,Muschio Bianco White Moss Eau de Parfum,2012,76.8056,108,61.5789,52.9897,fresh,woody
Acca_Kappa,Vaniglia Fior di Mandorlo,2014,76.9412,85,73.5294,67.6812,sweet,gourmand
Acca_Kappa,Mimosa,2004,73.75,44,55.2857,42.2222,floral,fresh
Acca_Kappa,1869,2005,60.8537,41,58.6538,48.9583,spicy,fresh
Acca_Kappa,Calycanthus,2003,67.375,40,69.2857,62.6,floral,spicy
Acca_Kappa,Black Pepper  Sandalwood,2014,66.1538,39,66.2857,59.1892,spicy,woody
Acca_Kappa,Green Mandarin Acqua di Colonia,2013,59.4444,36,60.0,61.1667,citrusy,fresh
Acca_Kappa,Blue Lavender,2010,67.2581,31,53.1818,50.6,floral,fresh
Acca_Kappa,Giardino Segreto,2013,69.3333,30,71.875,70.2083,floral,spicy
Acca_Kappa,Cedro,1999,69.1379,29,57.6667,50.8333,woody,spicy
Acca_Kappa,Tilia Cordata,2014,75.7407,27,70.25,61.75,floral,green
Acca_Kappa,LiboCedro Eau de Cologne,2011,68.5185,27,59.75,47.8571,woody,spicy
Acca_Kappa,Glicine Eau de Cologne,2004,70.4167,24,66.0526,63.8235,sweet,fruity
Acca_Kappa,Giallo Elicriso,2013,70.2632,19,65.4167,62.0833,fresh,woody
Acca_Kappa,1869 Eau de Parfum,null,70.8333,18,66.25,64.6875,spicy,woody
Acca_Kappa,Hibiscus,2004,55.0,9,42.8571,42.8571,fresh,fruity
Acca_Kappa,myscent-150,2019,78.75,8,72.8571,58.3333,smoky,powdery
Acca_Kappa,Ode,2016,78.5714,7,66.0,68.0,woody,floral
Acca_Kappa,Virginia Rose,2013,68.3333,6,66.0,53.3333,floral,green
Acqua_di_Parma,Colonia Eau de Cologne,1916,79.7536,487,63.2277,57.7864,citrusy,fresh
Acqua_di_Parma,Blu Mediterraneo Sicilian Almond Mandorlo di Sicilia,1999,74.2863,475,69.6224,59.5359,sweet,gourmand
Acqua_di_Parma,Colonia Oud Colonia Intensa Oud,2012,79.1219,410,84.8387,76.9108,woody,spicy
Acqua_di_Parma,Blu Mediterraneo Fico di Amalfi,2006,76.9821,391,57.1855,54.9831,fresh,citrusy
Acqua_di_Parma,Blu Mediterraneo Capri Orange  Arancia,1999,74.3856,376,51.3556,49.8333,citrusy,fresh
Acqua_di_Parma,Blu Mediterraneo Bergamotto di Calabria,2010,76.8256,367,50.8854,45.7885,citrusy,fresh
Acqua_di_Parma,Colonia Intensa Eau de Cologne,2007,77.9543,350,68.2432,60.16,citrusy,fresh
Acqua_di_Parma,Colonia Essenza Eau de Cologne,2010,78.2934,334,70.1731,63.3725,citrusy,fresh
Acqua_di_Parma,Colonia Leather,2014,83.1068,309,79.44,74.75,leathery,woody
Acqua_di_Parma,Blu Mediterraneo Mirto di Panarea,2008,71.9831,237,59.0833,55.7225,citrusy,fresh
Acqua_di_Parma,Blu Mediterraneo Ginepro di Sardegna,2014,74.1739,230,63.2768,55.4839,spicy,woody
Acqua_di_Parma,Iris Nobile Eau de Parfum,null,74.05,200,74.223,67.6429,floral,powdery
Acqua_di_Parma,Acqua di Parma Colonia Assoluta,2003,73.6,200,63.6149,56.1232,citrusy,fresh
Acqua_di_Parma,Colonia Club Eau de Cologne,2015,71.5206,194,64.4898,59.5,fresh,green
Acqua_di_Parma,Magnolia Nobile Eau de Parfum,2009,76.6129,186,67.5735,58.3071,floral,citrusy
Acqua_di_Parma,Rosa Nobile Eau de Parfum,2014,74.8718,156,69.8507,60.4615,floral,fresh
Acqua_di_Parma,Blu Mediterraneo  Chinotto di Liguria,2018,75.719,153,65.3488,61.4729,citrusy,fresh
Acqua_di_Parma,Blu Mediterraneo  Cedro di Taormina,2016,76.7007,147,63.4646,59.2366,fresh,citrusy
Acqua_di_Parma,Gelsomino Nobile,2011,72.1724,145,71.0849,65.8911,floral,fresh
Acqua_di_Parma,Colonia Ambra,2015,68.4643,140,66.5044,61.5044,woody,spicy
Adidas,Active Bodies Eau de Toilette Concentrate,1990,79.7297,148,79.3162,74.2213,spicy,fresh
Adidas,Adidas Eau de Toilette,1985,80.5738,61,76.9565,67.8723,spicy,citrusy
Adidas,Ice Dive Eau de Toilette,2001,48.9623,53,39.4318,39.4444,fresh,synthetic
Adidas,Victory League Eau de Toilette,2006,60.6863,51,53.0,47.2222,sweet,synthetic
Adidas,Adventure Eau de Toilette Concentrate,1992,78.9189,37,72.1154,74.8077,fresh,green
Adidas,Pure Lightness,2007,67.7027,37,45.1786,40.8696,fresh,aquatic
Adidas,Dynamic Pulse Eau de Toilette,1997,55.7576,33,59.6552,49.1379,fresh,synthetic
Adidas,Pure Game Eau de Toilette,2010,56.8333,30,43.5,40.75,synthetic,citrusy
Adidas,Emotions in Motion Fruity Rhythm,2005,57.2222,27,48.0952,42.5,fruity,fresh
Adidas,Born Original for Her,2015,69.0385,26,59.2857,52.8125,fruity,sweet
Adidas,Moves,1999,56.8182,22,51.6667,45.8824,citrusy,fresh
Adidas,Team Five Eau de Toilette,2013,55.9524,21,44.5238,41.1364,fresh,synthetic
Adidas,Adidas Woman,1988,75.75,20,69.6154,62.8571,fresh,fruity
Adidas,Born Original for Him,2015,55.5263,19,59.1667,50.3571,fruity,sweet
Adidas,Adidas Originals Man,2005,66.6667,18,59.1667,58.0,fruity,fresh
Adidas,Get Ready for Him Eau de Toilette,2014,59.7222,18,46.7857,44.0,fruity,fresh
Adidas,Fresh Impact Eau de Toilette,2009,57.2222,18,39.375,41.4286,fresh,citrusy
Adidas,Deep Energy Eau de Toilette,2007,49.0625,16,36.25,42.2727,fresh,synthetic
Adidas,Get Ready for Her,2014,66.6667,15,50.4545,48.2143,fruity,fresh
Adidas,Fizzy Energy,2012,60.3333,15,31.8182,40.0,citrusy,fresh
Adolfo_Dominguez,Agua Fresca Vetiver Vetiver Hombre,1998,75.9314,102,66.3889,57.2,green,fresh
Adolfo_Dominguez,Agua Fresca,1993,74.3023,86,58.0597,53.3088,fresh,citrusy
Adolfo_Dominguez,Viaje a Ceylan,2012,67.4242,33,60.1613,55.0,fresh,citrusy
Adolfo_Dominguez,Agua Fresca de Rosas Blancas,2013,74.0625,32,69.1379,61.0,floral,fresh
Adolfo_Dominguez,Azahar,2002,74.2593,27,61.087,57.0,fresh,floral
Adolfo_Dominguez,Agua Fresca Extreme,2015,77.8846,26,75.4167,73.4783,fresh,citrusy
Adolfo_Dominguez,Bamb,2008,67.8571,21,64.6875,61.25,spicy,sweet
Adolfo_Dominguez,Agua Fresca de Rosas,1995,64.7059,17,64.375,59.6429,fresh,floral
Adolfo_Dominguez,Agua de Bambu,2011,77.8125,16,55.3571,53.2143,fresh,floral
Adolfo_Dominguez,Agua Fresca Citrus Cedro,2018,73.0769,13,59.1667,57.5,fresh,citrusy
Adolfo_Dominguez,Adolfo Dominguez Eau de Toilette,1990,80.0,9,75.5556,70.5556,spicy,citrusy
Adolfo_Dominguez,Viaje a Ceylan Mujer,2014,86.25,8,62.2222,62.2222,floral,spicy
Adolfo_Dominguez,Noche de Rosas,null,73.125,8,69.4444,42.8571,fresh,floral
Adolfo_Dominguez,Agua de Sandalo,2004,72.5,8,67.0,64.1667,woody,null
Adolfo_Dominguez,mbar,2010,75.7143,7,79.375,62.5,floral,fruity
Adolfo_Dominguez,Te Verde,2006,60.8333,6,65.0,66.6667,fresh,citrusy
Adolfo_Dominguez,Agua de Bamb Hombre,2013,63.0,5,55.8333,57.5,green,fresh
Adolfo_Dominguez,Unica,2017,83.75,4,66.6667,73.3333,green,powdery
Adolfo_Dominguez,Bamb for Her,2010,68.75,4,56.25,50.0,floral,woody
Adolfo_Dominguez,Agua Fresca de Azahar,2016,67.5,4,70.0,75.0,null,woody
Aedes_de_Venustas,Iris Nazarena,2013,79.7107,242,74.0395,62.1311,powdery,woody
Aedes_de_Venustas,Aedes de Venustas,2012,71.4554,213,70.9396,62.5962,fruity,fresh
Aedes_de_Venustas,Copal Azur,2014,79.4798,173,81.0791,69.1259,smoky,spicy
Aedes_de_Venustas,Cierge de Lune,2016,80.9155,142,79.92,71.0156,sweet,spicy
Aedes_de_Venustas,Oeillet Bengale,2014,78.8793,116,71.3736,64.7895,spicy,floral
Aedes_de_Venustas,Palissandre d Or,2015,77.0202,99,75.9091,67.5,woody,spicy
Aedes_de_Venustas,Pelargonium,2017,80.0735,68,77.2131,71.5873,woody,spicy
Aedes_de_Venustas,Grenadille d Afrique,2016,77.0833,60,74.5098,66.4151,woody,spicy
Aedes_de_Venustas,Musc Encense,2018,75.3448,29,75.0,66.1538,spicy,resinous
Aerin,Amber Musk,2013,75.5233,86,65.8451,59.2361,powdery,sweet
Aerin,Lilac Path,2013,80.2273,66,75.1754,65.0,floral,fresh
Aerin,Tangier Vanille,2016,81.2308,65,76.7273,68.0,sweet,powdery
Aerin,Iris Meadow,2014,74.6923,65,66.8,61.8627,floral,fresh
Aerin,Evening Rose,2013,76.75,60,74.7959,69.4,floral,fruity
Aerin,Rose de Grasse Parfum,2015,79.7368,57,71.5625,66.5957,floral,fresh
Aerin,Mediterranean Honeysuckle,2015,79.6939,49,67.8571,62.381,floral,citrusy
Aerin,Tangier Vanille d Or,2017,80.4444,45,77.027,74.6154,gourmand,sweet
Aerin,Gardenia Rattan,2013,74.2683,41,68.4848,61.6176,floral,sweet
Aerin,Ikat Jasmine,2013,72.25,40,71.25,63.6765,floral,sweet
Aerin,Bamboo Rose,2017,84.0,30,65.3333,61.0,fresh,floral
Aerin,Waterlily Sun,2014,74.8276,29,63.4615,56.8,fresh,green
Aerin,Amber Musk d Or,2017,83.6,25,77.7273,72.1739,oriental,floral
Aerin,Garden Rose,2017,78.0,20,68.9474,60.0,floral,fresh
Aerin,Aegea Blossom,2018,75.2941,17,72.5,64.6667,floral,creamy
Aerin,Hibiscus Palm,2018,76.25,16,75.3846,73.0769,floral,sweet
Aerin,Eclat de Vert,2018,80.3333,15,63.3333,63.125,green,floral
Aerin,Linen Rose,2017,74.6429,14,72.7273,65.0,floral,fresh
Aerin,Evening Rose d Or,2017,78.6364,11,78.1818,71.8182,floral,leathery
Aerin,Tuberose Le Jour,2017,70.5556,9,75.0,73.3333,floral,sweet
Agent_Provocateur,Agent Provocateur,2000,67.1908,283,81.5764,74.1758,floral,spicy
Agent_Provocateur,Maitresse,2006,69.0476,189,70.8156,58.5714,floral,powdery
Agent_Provocateur,L Agent Eau de Parfum,2011,75.4372,183,78.6594,73.9925,spicy,floral
Agent_Provocateur,Agent Provocateur Strip,2007,73.6702,94,79.6212,65.463,woody,oriental
Agent_Provocateur,Blue Silk,2018,76.2637,91,73.2895,66.7105,spicy,powdery
Agent_Provocateur,Petale Noir,2012,75.1667,90,74.2424,68.0714,floral.,null
Agent_Provocateur,Agent Provocateur Eau Emotionelle,2006,62.3333,60,61.3415,55.7353,floral,spicy
Agent_Provocateur,Fatale,2014,71.0909,55,73.9773,67.4419,sweet,fruity
Agent_Provocateur,Agent Eau Provocateur,2012,68.9773,44,63.3784,64.4595,floral,fresh
Agent_Provocateur,Eau Provocateur,2012,68.7209,43,73.8333,56.875,floral,fruity
Agent_Provocateur,Fatale Intense,2015,79.5122,41,78.7179,74.7368,sweet,gourmand
Agent_Provocateur,Fatale Pink,2014,71.7188,32,60.3846,56.5385,floral,fresh
Agent_Provocateur,Maitresse Eau Provocateur,2012,72.4074,27,52.2917,55.3704,floral,sweet
Agent_Provocateur,Lace Noir,2018,79.1667,24,75.0,71.5,spicy,floral
Agent_Provocateur,Aphrodisiaque,2017,68.8889,18,66.4286,61.4286,spicy,floral
Agent_Provocateur,Cosmic,2018,79.0909,11,77.2727,73.6364,sweet,fruity
Agent_Provocateur,Electric,2018,71.8182,11,69.0,62.7273,citrusy,fresh
Agent_Provocateur,Pure Aphrodisiaque,2016,72.0,10,69.0,62.0,powdery,floral
Agent_Provocateur,Lace,2016,62.5,2,60.0,null,synthetic,floral
Agonist,Dark Saphir,2013,79.026,154,79.5041,72.3047,floral,spicy
Agonist,Black Amber,2011,76.0714,140,80.1376,69.0708,smoky,resinous
Agonist,Isis,2013,78.0882,136,78.0734,65.9735,sweet,gourmand
Agonist,Vanilla Marble,2011,72.2527,91,66.4789,60.6579,sweet,gourmand
Agonist,The Infidels,2009,73.5811,74,74.5192,66.0784,spicy,oriental
Agonist,Onyx Pearl,2011,69.3548,62,67.9808,57.2727,spicy,woody
Agonist,Liquid Crystal,2010,71.9672,61,65.0,58.8235,spicy,fresh
Agonist,Arctic Jade,2011,73.4821,56,74.8913,62.3585,sweet,fresh
Agonist,Solaris,2014,70.9434,53,67.561,62.561,citrusy,fresh
Agonist,White Oud,2014,67.9545,44,70.0,53.75,fresh,woody
Agonist,Blue North,2015,72.1212,33,73.1481,64.4444,fresh,floral
Agonist,Hope,2015,77.6786,28,79.5,70.0,smoky,woody
Agonist,Say Yes,2018,81.6667,21,77.3684,71.1765,sweet,spicy
Agonist,Floralust,2016,70.0,15,74.2857,65.0,floral,creamy
Agonist,White Lies,2016,79.0909,11,83.0,80.0,floral,fruity
Agonist,Kallocain,2008,null,2,75.0,75.0,fresh,spicy
Agonist,Nordic Noir,2015,null,9,null,null,null,spicy
Aigner,Explosive Provocation Eau de Toilette,1986,71.1557,167,83.2955,82.2581,spicy,floral
Aigner,Etienne Aigner N2,1976,76.3049,164,78.843,70.431,spicy,fresh
Aigner,Aigner N1 Oud,2014,77.3664,131,69.05,62.1905,woody,oriental
Aigner,Statement Eau de Toilette,1994,69.2989,87,74.0476,66.9841,spicy,woody
Aigner,Private Number Private Number Women Eau de Toilette,1991,73.8933,75,73.3636,66.3208,floral,spicy
Aigner,Cara Mia,2015,71.6667,75,67.6724,62.7049,powdery,floral
Aigner,Aigner pour Homme Eau de Toilette,2000,71.6418,67,70.2041,63.4,woody,spicy
Aigner,Private Number for Men Eau de Toilette,1992,65.209,67,72.3529,64.4231,spicy.,null
Aigner,In Leather Woman,2003,74.5455,66,69.6078,61.9,leathery,powdery
Aigner,Etienne Aigner N1 Eau de Toilette,1975,84.6154,65,81.25,74.1489,spicy,leathery
Aigner,Debut,2013,70.9091,55,74.0426,68.75,floral,fresh
Aigner,Aigner Black for Men Eau de Toilette,2004,74.4444,54,73.4615,63.6486,spicy,woody
Aigner,Silver Eau de Toilette,1984,82.5,50,92.6316,85.2857,spicy,smoky
Aigner,In Leather Man,2003,73.5,50,66.25,56.6667,leathery,woody
Aigner,Aigner N1 Eau de Toilette,2012,57.2449,49,52.1622,49.4872,spicy,fresh
Aigner,X Limited Eau de Toilette,1997,46.7347,49,48.4848,53.125,synthetic,fresh
Aigner,Super Fragrance for Men Eau de Toilette,1978,84.8958,48,82.6316,78.9189,spicy,woody
Aigner,Clear Day,1997,65.8936,47,66.4516,63.6,fresh,floral
Aigner,Etienne Aigner Pour Femme,2010,73.2927,41,72.5758,66.5278,floral,fruity
Aigner,Aigner pour Homme Blue Emotion Eau de Toilette,2002,73.75,40,57.5,53.3824,fresh,aquatic
Ajmal,Mukhallat Dahn Al Oudh Moattaq,null,83.2353,68,89.4262,83.0159,oriental,woody
Ajmal,Amber Wood,2014,86.2037,54,82.1429,74.898,woody,spicy
Ajmal,Dahn Oudh Al Shams,null,60.4167,36,86.6176,77.5,animal,woody
Ajmal,Wisal,2010,78.75,32,85.0,78.0769,floral,spicy
Ajmal,Princess Musk,2011,75.7812,32,63.2609,55.4348,powdery,sweet
Ajmal,Aurum Eau de Parfum,2011,76.6129,31,77.2,69.8148,floral,sweet
Ajmal,1001 Nights,null,77.2222,27,89.0909,71.5789,woody,spicy
Ajmal,Evoke for Her,null,81.5,20,80.0,76.7647,floral,sweet
Ajmal,Hatkora Wood,2014,71.1111,18,82.5,80.2778,woody,citrusy
Ajmal,Taaj Al Raas,2013,76.1765,17,72.0,60.3571,woody,spicy
Ajmal,Mukhallat Shams,null,80.6667,15,84.6154,73.3333,woody,animal
Ajmal,Violet Musc,2015,79.6667,15,80.8333,74.5833,creamy,floral
Ajmal,Carbon Eau de Parfum,2008,70.6667,15,71.875,55.3571,spicy,woody
Ajmal,Ambre Pimente,2012,77.5,14,83.0769,76.5385,spicy,woody
Ajmal,Wisal Dhahab,2015,85.4167,12,86.3636,78.1818,woody,fruity
Ajmal,Mizyaan,2009,83.1818,11,82.7273,74.5,spicy,oriental
Ajmal,Shadow,2008,82.5,10,79.4444,74.5,spicy,green
Ajmal,Sacrifice for Her Eau de Parfum,2007,81.5,10,81.4286,70.7143,floral,oriental
Ajmal,Musk Rose,null,79.5,10,77.0,75.0,floral,animal
Ajmal,Al Shams Special Edition,2008,78.0,10,92.0,87.0,resinous,woody
Al_Haramain,L Aventure,null,81.8407,383,77.0506,73.8547,citrusy,fresh
Al_Haramain,Excellent Men,null,71.8696,115,77.0192,72.9327,oriental,woody
Al_Haramain,Black Oudh,null,80.4348,92,83.75,78.0952,woody,oriental
Al_Haramain,Leather Oudh,null,81.9231,78,74.8125,69.1875,leathery,woody
Al_Haramain,Etoiles Silver,null,75.4,50,73.6735,71.875,fresh,aquatic
Al_Haramain,Mystique Homme,null,67.3958,48,72.8571,71.2791,synthetic,oriental
Al_Haramain,L Aventure Blanche,null,69.7826,46,77.6744,71.7073,fresh,floral
Al_Haramain,Sultan Perfume Oil,null,76.2195,41,86.6129,72.2581,fruity,sweet
Al_Haramain,Noora Perfume Oil,null,81.5385,39,83.4483,70.1852,floral,fruity
Al_Haramain,Makkah,null,67.5676,37,77.7273,70.2778,fruity,sweet
Al_Haramain,L Aventure Knight,null,70.9722,36,65.2778,59.4444,fresh,green
Al_Haramain,Haneen Perfume,null,80.9375,32,80.6,76.1538,floral,woody
